"BoroCT2010","census_tract","borough","total_population","data"
3647081000,"Census Tract 810, Kings County, New York"," Kings County",2194,2194
3647081400,"Census Tract 814, Kings County, New York"," Kings County",2801,2801
3647081600,"Census Tract 816, Kings County, New York"," Kings County",2852,2852
3647081800,"Census Tract 818, Kings County, New York"," Kings County",4409,4409
3647082000,"Census Tract 820, Kings County, New York"," Kings County",4856,4856
3647082200,"Census Tract 822, Kings County, New York"," Kings County",7608,7608
3647082400,"Census Tract 824, Kings County, New York"," Kings County",4323,4323
3647082600,"Census Tract 826, Kings County, New York"," Kings County",4880,4880
3647082800,"Census Tract 828, Kings County, New York"," Kings County",3627,3627
3647083000,"Census Tract 830, Kings County, New York"," Kings County",6023,6023
3647083200,"Census Tract 832, Kings County, New York"," Kings County",2341,2341
3647083400,"Census Tract 834, Kings County, New York"," Kings County",1654,1654
3647083600,"Census Tract 836, Kings County, New York"," Kings County",2005,2005
3647083800,"Census Tract 838, Kings County, New York"," Kings County",2407,2407
3647084000,"Census Tract 840, Kings County, New York"," Kings County",2267,2267
3647084600,"Census Tract 846, Kings County, New York"," Kings County",1704,1704
3647084800,"Census Tract 848, Kings County, New York"," Kings County",1609,1609
3647085000,"Census Tract 850, Kings County, New York"," Kings County",1600,1600
3647085200,"Census Tract 852, Kings County, New York"," Kings County",8,8
3647085400,"Census Tract 854, Kings County, New York"," Kings County",1941,1941
3647085600,"Census Tract 856, Kings County, New York"," Kings County",3290,3290
3647085800,"Census Tract 858, Kings County, New York"," Kings County",2378,2378
3647086000,"Census Tract 860, Kings County, New York"," Kings County",3691,3691
3647086200,"Census Tract 862, Kings County, New York"," Kings County",3003,3003
3647086400,"Census Tract 864, Kings County, New York"," Kings County",2203,2203
3647086600,"Census Tract 866, Kings County, New York"," Kings County",3175,3175
3647086800,"Census Tract 868, Kings County, New York"," Kings County",3118,3118
3647087000,"Census Tract 870, Kings County, New York"," Kings County",3187,3187
3647087200,"Census Tract 872, Kings County, New York"," Kings County",2726,2726
3647087401,"Census Tract 874.01, Kings County, New York"," Kings County",3122,3122
3647087600,"Census Tract 876, Kings County, New York"," Kings County",1693,1693
3647087800,"Census Tract 878, Kings County, New York"," Kings County",2816,2816
3647088000,"Census Tract 880, Kings County, New York"," Kings County",3208,3208
3647088200,"Census Tract 882, Kings County, New York"," Kings County",6660,6660
3647088400,"Census Tract 884, Kings County, New York"," Kings County",4923,4923
3647088600,"Census Tract 886, Kings County, New York"," Kings County",4472,4472
3647088800,"Census Tract 888, Kings County, New York"," Kings County",4274,4274
3647089000,"Census Tract 890, Kings County, New York"," Kings County",6750,6750
3647089200,"Census Tract 892, Kings County, New York"," Kings County",3651,3651
3647089400,"Census Tract 894, Kings County, New York"," Kings County",3751,3751
3647089600,"Census Tract 896, Kings County, New York"," Kings County",3411,3411
3647089800,"Census Tract 898, Kings County, New York"," Kings County",1777,1777
3647090000,"Census Tract 900, Kings County, New York"," Kings County",5358,5358
3647090200,"Census Tract 902, Kings County, New York"," Kings County",3886,3886
3647090600,"Census Tract 906, Kings County, New York"," Kings County",4318,4318
3647090800,"Census Tract 908, Kings County, New York"," Kings County",5679,5679
3647091000,"Census Tract 910, Kings County, New York"," Kings County",6094,6094
3647091200,"Census Tract 912, Kings County, New York"," Kings County",6627,6627
3647091600,"Census Tract 916, Kings County, New York"," Kings County",4790,4790
3647091800,"Census Tract 918, Kings County, New York"," Kings County",3058,3058
3647092000,"Census Tract 920, Kings County, New York"," Kings County",3406,3406
3647092200,"Census Tract 922, Kings County, New York"," Kings County",2880,2880
3647092400,"Census Tract 924, Kings County, New York"," Kings County",3420,3420
3647092800,"Census Tract 928, Kings County, New York"," Kings County",2680,2680
3647093000,"Census Tract 930, Kings County, New York"," Kings County",2581,2581
3647093200,"Census Tract 932, Kings County, New York"," Kings County",1336,1336
3647093400,"Census Tract 934, Kings County, New York"," Kings County",2464,2464
3647093600,"Census Tract 936, Kings County, New York"," Kings County",1882,1882
3647093800,"Census Tract 938, Kings County, New York"," Kings County",2196,2196
3647094401,"Census Tract 944.01, Kings County, New York"," Kings County",3916,3916
3647094402,"Census Tract 944.02, Kings County, New York"," Kings County",2907,2907
3647094600,"Census Tract 946, Kings County, New York"," Kings County",1990,1990
3647095000,"Census Tract 950, Kings County, New York"," Kings County",3236,3236
3647095400,"Census Tract 954, Kings County, New York"," Kings County",4852,4852
3647095600,"Census Tract 956, Kings County, New York"," Kings County",4618,4618
3647095800,"Census Tract 958, Kings County, New York"," Kings County",3840,3840
3647096000,"Census Tract 960, Kings County, New York"," Kings County",0,0
3647096200,"Census Tract 962, Kings County, New York"," Kings County",1828,1828
3647096400,"Census Tract 964, Kings County, New York"," Kings County",2212,2212
3647096600,"Census Tract 966, Kings County, New York"," Kings County",2359,2359
3647096800,"Census Tract 968, Kings County, New York"," Kings County",1481,1481
3647097000,"Census Tract 970, Kings County, New York"," Kings County",2186,2186
3647097400,"Census Tract 974, Kings County, New York"," Kings County",3142,3142
3647098200,"Census Tract 982, Kings County, New York"," Kings County",4124,4124
3647098400,"Census Tract 984, Kings County, New York"," Kings County",2035,2035
3647098600,"Census Tract 986, Kings County, New York"," Kings County",3362,3362
3647098800,"Census Tract 988, Kings County, New York"," Kings County",3117,3117
3647099000,"Census Tract 990, Kings County, New York"," Kings County",1552,1552
3647099200,"Census Tract 992, Kings County, New York"," Kings County",2103,2103
3647099400,"Census Tract 994, Kings County, New York"," Kings County",2023,2023
3647099600,"Census Tract 996, Kings County, New York"," Kings County",3819,3819
3647099800,"Census Tract 998, Kings County, New York"," Kings County",3702,3702
3647100400,"Census Tract 1004, Kings County, New York"," Kings County",2831,2831
3647100600,"Census Tract 1006, Kings County, New York"," Kings County",2561,2561
3647100800,"Census Tract 1008, Kings County, New York"," Kings County",2138,2138
3647101000,"Census Tract 1010, Kings County, New York"," Kings County",2042,2042
3647101200,"Census Tract 1012, Kings County, New York"," Kings County",2144,2144
3647101400,"Census Tract 1014, Kings County, New York"," Kings County",2240,2240
3647101600,"Census Tract 1016, Kings County, New York"," Kings County",1594,1594
3647101800,"Census Tract 1018, Kings County, New York"," Kings County",1718,1718
3647102000,"Census Tract 1020, Kings County, New York"," Kings County",2132,2132
3647102200,"Census Tract 1022, Kings County, New York"," Kings County",2205,2205
3647102400,"Census Tract 1024, Kings County, New York"," Kings County",2110,2110
3647102600,"Census Tract 1026, Kings County, New York"," Kings County",2508,2508
3647102800,"Census Tract 1028, Kings County, New York"," Kings County",1529,1529
3647103400,"Census Tract 1034, Kings County, New York"," Kings County",4029,4029
3647105801,"Census Tract 1058.01, Kings County, New York"," Kings County",6403,6403
3647105804,"Census Tract 1058.04, Kings County, New York"," Kings County",6416,6416
3647107000,"Census Tract 1070, Kings County, New York"," Kings County",1141,1141
3647107800,"Census Tract 1078, Kings County, New York"," Kings County",3988,3988
3647109800,"Census Tract 1098, Kings County, New York"," Kings County",2160,2160
3647110400,"Census Tract 1104, Kings County, New York"," Kings County",4948,4948
3647110600,"Census Tract 1106, Kings County, New York"," Kings County",4438,4438
3647111000,"Census Tract 1110, Kings County, New York"," Kings County",3400,3400
3647111600,"Census Tract 1116, Kings County, New York"," Kings County",3739,3739
3647111800,"Census Tract 1118, Kings County, New York"," Kings County",2986,2986
3647112000,"Census Tract 1120, Kings County, New York"," Kings County",3221,3221
3647112200,"Census Tract 1122, Kings County, New York"," Kings County",3755,3755
3647112400,"Census Tract 1124, Kings County, New York"," Kings County",3399,3399
3647112600,"Census Tract 1126, Kings County, New York"," Kings County",3826,3826
3647112800,"Census Tract 1128, Kings County, New York"," Kings County",3829,3829
3647113000,"Census Tract 1130, Kings County, New York"," Kings County",4386,4386
3647113200,"Census Tract 1132, Kings County, New York"," Kings County",1917,1917
3647113400,"Census Tract 1134, Kings County, New York"," Kings County",3107,3107
3647114201,"Census Tract 1142.01, Kings County, New York"," Kings County",1748,1748
3647114202,"Census Tract 1142.02, Kings County, New York"," Kings County",2656,2656
3647114400,"Census Tract 1144, Kings County, New York"," Kings County",2587,2587
3647114600,"Census Tract 1146, Kings County, New York"," Kings County",3119,3119
3647115000,"Census Tract 1150, Kings County, New York"," Kings County",2776,2776
3647115200,"Census Tract 1152, Kings County, New York"," Kings County",3213,3213
3647115600,"Census Tract 1156, Kings County, New York"," Kings County",4154,4154
3647115800,"Census Tract 1158, Kings County, New York"," Kings County",2938,2938
3647116000,"Census Tract 1160, Kings County, New York"," Kings County",2139,2139
3647116200,"Census Tract 1162, Kings County, New York"," Kings County",2073,2073
3647116400,"Census Tract 1164, Kings County, New York"," Kings County",3104,3104
3647116600,"Census Tract 1166, Kings County, New York"," Kings County",2865,2865
3647116800,"Census Tract 1168, Kings County, New York"," Kings County",1579,1579
3647117000,"Census Tract 1170, Kings County, New York"," Kings County",1606,1606
3647117201,"Census Tract 1172.01, Kings County, New York"," Kings County",2536,2536
3647117202,"Census Tract 1172.02, Kings County, New York"," Kings County",3121,3121
3647117400,"Census Tract 1174, Kings County, New York"," Kings County",4268,4268
3647117601,"Census Tract 1176.01, Kings County, New York"," Kings County",3037,3037
3647117602,"Census Tract 1176.02, Kings County, New York"," Kings County",2800,2800
3647117800,"Census Tract 1178, Kings County, New York"," Kings County",1665,1665
3647118000,"Census Tract 1180, Kings County, New York"," Kings County",0,0
3647118201,"Census Tract 1182.01, Kings County, New York"," Kings County",3054,3054
3647118202,"Census Tract 1182.02, Kings County, New York"," Kings County",2765,2765
3647118400,"Census Tract 1184, Kings County, New York"," Kings County",5428,5428
3647118600,"Census Tract 1186, Kings County, New York"," Kings County",2790,2790
3647118800,"Census Tract 1188, Kings County, New York"," Kings County",4519,4519
3647119000,"Census Tract 1190, Kings County, New York"," Kings County",2611,2611
3647119200,"Census Tract 1192, Kings County, New York"," Kings County",3231,3231
3647119400,"Census Tract 1194, Kings County, New York"," Kings County",3626,3626
3647119600,"Census Tract 1196, Kings County, New York"," Kings County",4864,4864
3647119800,"Census Tract 1198, Kings County, New York"," Kings County",3538,3538
3647120000,"Census Tract 1200, Kings County, New York"," Kings County",2230,2230
3647120200,"Census Tract 1202, Kings County, New York"," Kings County",2057,2057
3647120800,"Census Tract 1208, Kings County, New York"," Kings County",8566,8566
3647121000,"Census Tract 1210, Kings County, New York"," Kings County",4258,4258
3647121400,"Census Tract 1214, Kings County, New York"," Kings County",4465,4465
3647122000,"Census Tract 1220, Kings County, New York"," Kings County",5573,5573
3647123700,"Census Tract 1237, Kings County, New York"," Kings County",6522,6522
3647150200,"Census Tract 1502, Kings County, New York"," Kings County",2946,2946
3647152200,"Census Tract 1522, Kings County, New York"," Kings County",3755,3755
3647990100,"Census Tract 9901, Kings County, New York"," Kings County",0,0
3661000100,"Census Tract 1, New York County, New York"," New York County",0,0
3661000201,"Census Tract 2.01, New York County, New York"," New York County",2791,2791
3661000202,"Census Tract 2.02, New York County, New York"," New York County",7768,7768
3661000500,"Census Tract 5, New York County, New York"," New York County",0,0
3661000600,"Census Tract 6, New York County, New York"," New York County",12554,12554
3661000700,"Census Tract 7, New York County, New York"," New York County",8794,8794
3661000800,"Census Tract 8, New York County, New York"," New York County",9465,9465
3661000900,"Census Tract 9, New York County, New York"," New York County",1626,1626
3661001001,"Census Tract 10.01, New York County, New York"," New York County",1528,1528
3661001002,"Census Tract 10.02, New York County, New York"," New York County",6051,6051
3661001200,"Census Tract 12, New York County, New York"," New York County",3755,3755
3661001300,"Census Tract 13, New York County, New York"," New York County",4374,4374
3661001401,"Census Tract 14.01, New York County, New York"," New York County",3155,3155
3661001402,"Census Tract 14.02, New York County, New York"," New York County",2932,2932
3661001501,"Census Tract 15.01, New York County, New York"," New York County",6502,6502
3661001502,"Census Tract 15.02, New York County, New York"," New York County",7378,7378
3661001600,"Census Tract 16, New York County, New York"," New York County",7550,7550
3661001800,"Census Tract 18, New York County, New York"," New York County",8326,8326
3661002000,"Census Tract 20, New York County, New York"," New York County",4864,4864
3661002100,"Census Tract 21, New York County, New York"," New York County",6735,6735
3661002201,"Census Tract 22.01, New York County, New York"," New York County",6861,6861
3661002202,"Census Tract 22.02, New York County, New York"," New York County",2019,2019
3661002400,"Census Tract 24, New York County, New York"," New York County",5557,5557
3661002500,"Census Tract 25, New York County, New York"," New York County",5137,5137
3661002601,"Census Tract 26.01, New York County, New York"," New York County",4087,4087
3661002602,"Census Tract 26.02, New York County, New York"," New York County",4266,4266
3661002700,"Census Tract 27, New York County, New York"," New York County",1343,1343
3661002800,"Census Tract 28, New York County, New York"," New York County",7240,7240
3661002900,"Census Tract 29, New York County, New York"," New York County",6050,6050
3661003001,"Census Tract 30.01, New York County, New York"," New York County",4216,4216
3661003002,"Census Tract 30.02, New York County, New York"," New York County",2831,2831
3661003100,"Census Tract 31, New York County, New York"," New York County",2673,2673
3661003200,"Census Tract 32, New York County, New York"," New York County",7871,7871
3661003300,"Census Tract 33, New York County, New York"," New York County",5005,5005
3661003400,"Census Tract 34, New York County, New York"," New York County",6476,6476
3661003601,"Census Tract 36.01, New York County, New York"," New York County",3238,3238
3661003602,"Census Tract 36.02, New York County, New York"," New York County",3140,3140
3661003700,"Census Tract 37, New York County, New York"," New York County",2666,2666
3661003800,"Census Tract 38, New York County, New York"," New York County",8614,8614
3661003900,"Census Tract 39, New York County, New York"," New York County",5216,5216
3661004000,"Census Tract 40, New York County, New York"," New York County",8947,8947
3661004100,"Census Tract 41, New York County, New York"," New York County",7897,7897
3661004200,"Census Tract 42, New York County, New York"," New York County",5338,5338
3661004300,"Census Tract 43, New York County, New York"," New York County",4288,4288
3661004400,"Census Tract 44, New York County, New York"," New York County",16200,16200
3661004500,"Census Tract 45, New York County, New York"," New York County",984,984
3661004700,"Census Tract 47, New York County, New York"," New York County",2360,2360
3661004800,"Census Tract 48, New York County, New York"," New York County",7325,7325
3661004900,"Census Tract 49, New York County, New York"," New York County",4388,4388
3661005000,"Census Tract 50, New York County, New York"," New York County",4998,4998
3661005200,"Census Tract 52, New York County, New York"," New York County",3726,3726
3661005400,"Census Tract 54, New York County, New York"," New York County",4581,4581
3661005501,"Census Tract 55.01, New York County, New York"," New York County",4747,4747
3661005502,"Census Tract 55.02, New York County, New York"," New York County",2278,2278
3661005600,"Census Tract 56, New York County, New York"," New York County",2963,2963
3661005700,"Census Tract 57, New York County, New York"," New York County",2899,2899
3661005800,"Census Tract 58, New York County, New York"," New York County",3206,3206
3661005900,"Census Tract 59, New York County, New York"," New York County",5604,5604
3661006000,"Census Tract 60, New York County, New York"," New York County",5063,5063
3661006100,"Census Tract 61, New York County, New York"," New York County",5032,5032
3661006200,"Census Tract 62, New York County, New York"," New York County",4536,4536
3661006300,"Census Tract 63, New York County, New York"," New York County",6330,6330
3661006400,"Census Tract 64, New York County, New York"," New York County",8012,8012
3661006500,"Census Tract 65, New York County, New York"," New York County",6264,6264
3661006600,"Census Tract 66, New York County, New York"," New York County",11252,11252
3661006700,"Census Tract 67, New York County, New York"," New York County",5011,5011
3661006800,"Census Tract 68, New York County, New York"," New York County",7413,7413
3661006900,"Census Tract 69, New York County, New York"," New York County",2604,2604
3661007000,"Census Tract 70, New York County, New York"," New York County",8131,8131
3661007100,"Census Tract 71, New York County, New York"," New York County",6115,6115
3661007200,"Census Tract 72, New York County, New York"," New York County",7640,7640
3661007300,"Census Tract 73, New York County, New York"," New York County",5677,5677
3661007400,"Census Tract 74, New York County, New York"," New York County",3752,3752
3661007500,"Census Tract 75, New York County, New York"," New York County",4358,4358
3661007600,"Census Tract 76, New York County, New York"," New York County",1912,1912
3661007700,"Census Tract 77, New York County, New York"," New York County",5599,5599
3661007800,"Census Tract 78, New York County, New York"," New York County",8032,8032
3661007900,"Census Tract 79, New York County, New York"," New York County",4101,4101
3661008000,"Census Tract 80, New York County, New York"," New York County",5045,5045
3661008100,"Census Tract 81, New York County, New York"," New York County",8957,8957
3661008200,"Census Tract 82, New York County, New York"," New York County",3060,3060
3661008300,"Census Tract 83, New York County, New York"," New York County",3929,3929
3661008400,"Census Tract 84, New York County, New York"," New York County",2054,2054
3661008601,"Census Tract 86.01, New York County, New York"," New York County",2807,2807
3661008602,"Census Tract 86.02, New York County, New York"," New York County",0,0
3661008603,"Census Tract 86.03, New York County, New York"," New York County",4272,4272
3661008700,"Census Tract 87, New York County, New York"," New York County",7159,7159
3661008800,"Census Tract 88, New York County, New York"," New York County",6781,6781
3661008900,"Census Tract 89, New York County, New York"," New York County",5531,5531
3661009000,"Census Tract 90, New York County, New York"," New York County",7306,7306
3661009100,"Census Tract 91, New York County, New York"," New York County",6665,6665
3661009200,"Census Tract 92, New York County, New York"," New York County",1717,1717
3661009300,"Census Tract 93, New York County, New York"," New York County",10650,10650
3661009400,"Census Tract 94, New York County, New York"," New York County",15,15
3661009500,"Census Tract 95, New York County, New York"," New York County",3299,3299
3661009600,"Census Tract 96, New York County, New York"," New York County",149,149
3661009700,"Census Tract 97, New York County, New York"," New York County",5163,5163
3661009800,"Census Tract 98, New York County, New York"," New York County",7654,7654
3661009900,"Census Tract 99, New York County, New York"," New York County",4938,4938
3661010000,"Census Tract 100, New York County, New York"," New York County",1683,1683
3661010100,"Census Tract 101, New York County, New York"," New York County",1259,1259
3661010200,"Census Tract 102, New York County, New York"," New York County",258,258
3661010300,"Census Tract 103, New York County, New York"," New York County",1841,1841
3661010400,"Census Tract 104, New York County, New York"," New York County",982,982
3661010601,"Census Tract 106.01, New York County, New York"," New York County",7259,7259
3661010602,"Census Tract 106.02, New York County, New York"," New York County",4482,4482
3661010800,"Census Tract 108, New York County, New York"," New York County",9116,9116
3661010900,"Census Tract 109, New York County, New York"," New York County",186,186
3661011000,"Census Tract 110, New York County, New York"," New York County",7456,7456
3661011100,"Census Tract 111, New York County, New York"," New York County",4680,4680
3661011201,"Census Tract 112.01, New York County, New York"," New York County",792,792
3661011202,"Census Tract 112.02, New York County, New York"," New York County",287,287
3661011203,"Census Tract 112.03, New York County, New York"," New York County",1166,1166
3661011300,"Census Tract 113, New York County, New York"," New York County",126,126
3661011401,"Census Tract 114.01, New York County, New York"," New York County",1276,1276
3661011402,"Census Tract 114.02, New York County, New York"," New York County",2345,2345
3661011500,"Census Tract 115, New York County, New York"," New York County",3035,3035
3661011600,"Census Tract 116, New York County, New York"," New York County",3076,3076
3661011700,"Census Tract 117, New York County, New York"," New York County",3870,3870
3661011800,"Census Tract 118, New York County, New York"," New York County",9296,9296
3661011900,"Census Tract 119, New York County, New York"," New York County",1068,1068
3661012000,"Census Tract 120, New York County, New York"," New York County",3158,3158
3661012100,"Census Tract 121, New York County, New York"," New York County",8192,8192
3661012200,"Census Tract 122, New York County, New York"," New York County",3126,3126
3661012400,"Census Tract 124, New York County, New York"," New York County",10402,10402
3661012500,"Census Tract 125, New York County, New York"," New York County",2483,2483
3661012600,"Census Tract 126, New York County, New York"," New York County",12427,12427
3661012700,"Census Tract 127, New York County, New York"," New York County",6974,6974
3661012800,"Census Tract 128, New York County, New York"," New York County",6226,6226
3661012900,"Census Tract 129, New York County, New York"," New York County",5755,5755
3661013000,"Census Tract 130, New York County, New York"," New York County",3277,3277
3661013100,"Census Tract 131, New York County, New York"," New York County",2775,2775
3661013200,"Census Tract 132, New York County, New York"," New York County",10095,10095
3661013300,"Census Tract 133, New York County, New York"," New York County",4858,4858
3661013400,"Census Tract 134, New York County, New York"," New York County",11688,11688
3661013500,"Census Tract 135, New York County, New York"," New York County",6384,6384
3661013600,"Census Tract 136, New York County, New York"," New York County",15880,15880
3661013700,"Census Tract 137, New York County, New York"," New York County",6698,6698
3661013800,"Census Tract 138, New York County, New York"," New York County",13162,13162
3661013900,"Census Tract 139, New York County, New York"," New York County",8252,8252
3661014000,"Census Tract 140, New York County, New York"," New York County",7671,7671
3661014200,"Census Tract 142, New York County, New York"," New York County",4467,4467
3661014300,"Census Tract 143, New York County, New York"," New York County",5,5
3661014401,"Census Tract 144.01, New York County, New York"," New York County",5228,5228
3661014402,"Census Tract 144.02, New York County, New York"," New York County",7675,7675
3661014500,"Census Tract 145, New York County, New York"," New York County",5195,5195
3661014601,"Census Tract 146.01, New York County, New York"," New York County",4463,4463
3661014602,"Census Tract 146.02, New York County, New York"," New York County",7748,7748
3661014700,"Census Tract 147, New York County, New York"," New York County",3161,3161
3661014801,"Census Tract 148.01, New York County, New York"," New York County",3081,3081
3661014802,"Census Tract 148.02, New York County, New York"," New York County",6751,6751
3661014900,"Census Tract 149, New York County, New York"," New York County",5934,5934
3661015001,"Census Tract 150.01, New York County, New York"," New York County",1952,1952
3661015002,"Census Tract 150.02, New York County, New York"," New York County",5171,5171
3661015100,"Census Tract 151, New York County, New York"," New York County",7481,7481
3661015200,"Census Tract 152, New York County, New York"," New York County",7574,7574
3661015300,"Census Tract 153, New York County, New York"," New York County",9358,9358
3661015400,"Census Tract 154, New York County, New York"," New York County",14693,14693
3661015500,"Census Tract 155, New York County, New York"," New York County",10151,10151
3661015601,"Census Tract 156.01, New York County, New York"," New York County",5408,5408
3661015602,"Census Tract 156.02, New York County, New York"," New York County",2217,2217
3661015700,"Census Tract 157, New York County, New York"," New York County",9521,9521
3661015801,"Census Tract 158.01, New York County, New York"," New York County",5799,5799
3661015802,"Census Tract 158.02, New York County, New York"," New York County",4808,4808
3661015900,"Census Tract 159, New York County, New York"," New York County",9120,9120
3661016001,"Census Tract 160.01, New York County, New York"," New York County",3861,3861
3661016002,"Census Tract 160.02, New York County, New York"," New York County",3562,3562
3661016100,"Census Tract 161, New York County, New York"," New York County",6189,6189
3661016200,"Census Tract 162, New York County, New York"," New York County",9195,9195
3661016300,"Census Tract 163, New York County, New York"," New York County",7101,7101
3661016400,"Census Tract 164, New York County, New York"," New York County",6901,6901
3661016500,"Census Tract 165, New York County, New York"," New York County",6760,6760
3661016600,"Census Tract 166, New York County, New York"," New York County",7313,7313
3661016700,"Census Tract 167, New York County, New York"," New York County",6468,6468
3661016800,"Census Tract 168, New York County, New York"," New York County",4693,4693
3661016900,"Census Tract 169, New York County, New York"," New York County",7864,7864
3661017000,"Census Tract 170, New York County, New York"," New York County",7824,7824
3661017100,"Census Tract 171, New York County, New York"," New York County",9135,9135
3661017200,"Census Tract 172, New York County, New York"," New York County",5655,5655
3661017300,"Census Tract 173, New York County, New York"," New York County",8486,8486
3661017401,"Census Tract 174.01, New York County, New York"," New York County",4127,4127
3661017402,"Census Tract 174.02, New York County, New York"," New York County",2309,2309
3661017500,"Census Tract 175, New York County, New York"," New York County",10840,10840
3661017700,"Census Tract 177, New York County, New York"," New York County",9522,9522
3661017800,"Census Tract 178, New York County, New York"," New York County",3825,3825
3661017900,"Census Tract 179, New York County, New York"," New York County",9064,9064
3661018000,"Census Tract 180, New York County, New York"," New York County",8275,8275
3661018100,"Census Tract 181, New York County, New York"," New York County",9008,9008
3661018200,"Census Tract 182, New York County, New York"," New York County",7206,7206
3661018300,"Census Tract 183, New York County, New York"," New York County",8232,8232
3661018400,"Census Tract 184, New York County, New York"," New York County",7796,7796
3661018500,"Census Tract 185, New York County, New York"," New York County",5174,5174
3661018600,"Census Tract 186, New York County, New York"," New York County",7310,7310
3661018700,"Census Tract 187, New York County, New York"," New York County",8310,8310
3661018800,"Census Tract 188, New York County, New York"," New York County",5452,5452
3661018900,"Census Tract 189, New York County, New York"," New York County",12825,12825
3661019000,"Census Tract 190, New York County, New York"," New York County",3194,3194
3661019100,"Census Tract 191, New York County, New York"," New York County",9545,9545
3661019200,"Census Tract 192, New York County, New York"," New York County",4066,4066
3661019300,"Census Tract 193, New York County, New York"," New York County",9327,9327
3661019400,"Census Tract 194, New York County, New York"," New York County",6861,6861
3661019500,"Census Tract 195, New York County, New York"," New York County",7608,7608
3661019600,"Census Tract 196, New York County, New York"," New York County",4327,4327
3661019701,"Census Tract 197.01, New York County, New York"," New York County",939,939
3661019702,"Census Tract 197.02, New York County, New York"," New York County",2127,2127
3661019800,"Census Tract 198, New York County, New York"," New York County",2513,2513
3661019900,"Census Tract 199, New York County, New York"," New York County",9722,9722
3661020000,"Census Tract 200, New York County, New York"," New York County",3176,3176
3661020101,"Census Tract 201.01, New York County, New York"," New York County",1807,1807
3661020102,"Census Tract 201.02, New York County, New York"," New York County",4290,4290
3661020300,"Census Tract 203, New York County, New York"," New York County",3142,3142
3661020500,"Census Tract 205, New York County, New York"," New York County",5069,5069
3661020600,"Census Tract 206, New York County, New York"," New York County",2949,2949
3661020701,"Census Tract 207.01, New York County, New York"," New York County",3392,3392
3661020800,"Census Tract 208, New York County, New York"," New York County",5320,5320
3661020901,"Census Tract 209.01, New York County, New York"," New York County",4064,4064
3661021000,"Census Tract 210, New York County, New York"," New York County",7084,7084
3661021100,"Census Tract 211, New York County, New York"," New York County",10211,10211
3661021200,"Census Tract 212, New York County, New York"," New York County",4412,4412
3661021303,"Census Tract 213.03, New York County, New York"," New York County",6087,6087
3661021400,"Census Tract 214, New York County, New York"," New York County",3007,3007
3661021500,"Census Tract 215, New York County, New York"," New York County",3756,3756
3661021600,"Census Tract 216, New York County, New York"," New York County",8413,8413
3661021703,"Census Tract 217.03, New York County, New York"," New York County",8,8
3661021800,"Census Tract 218, New York County, New York"," New York County",7569,7569
3661021900,"Census Tract 219, New York County, New York"," New York County",6401,6401
3661022000,"Census Tract 220, New York County, New York"," New York County",5379,5379
3661022102,"Census Tract 221.02, New York County, New York"," New York County",2351,2351
3661022200,"Census Tract 222, New York County, New York"," New York County",3089,3089
3661022301,"Census Tract 223.01, New York County, New York"," New York County",7967,7967
3661022302,"Census Tract 223.02, New York County, New York"," New York County",3432,3432
3661022400,"Census Tract 224, New York County, New York"," New York County",7962,7962
3661022500,"Census Tract 225, New York County, New York"," New York County",10269,10269
3661022600,"Census Tract 226, New York County, New York"," New York County",4235,4235
3661022700,"Census Tract 227, New York County, New York"," New York County",5319,5319
3661022800,"Census Tract 228, New York County, New York"," New York County",5814,5814
3661022900,"Census Tract 229, New York County, New York"," New York County",8598,8598
3661023000,"Census Tract 230, New York County, New York"," New York County",9259,9259
3661023100,"Census Tract 231, New York County, New York"," New York County",6890,6890
3661023200,"Census Tract 232, New York County, New York"," New York County",8370,8370
3661023300,"Census Tract 233, New York County, New York"," New York County",6808,6808
3661023400,"Census Tract 234, New York County, New York"," New York County",5225,5225
3661023501,"Census Tract 235.01, New York County, New York"," New York County",6647,6647
3661023502,"Census Tract 235.02, New York County, New York"," New York County",1840,1840
3661023600,"Census Tract 236, New York County, New York"," New York County",7004,7004
3661023700,"Census Tract 237, New York County, New York"," New York County",7450,7450
3661023801,"Census Tract 238.01, New York County, New York"," New York County",9403,9403
3661023802,"Census Tract 238.02, New York County, New York"," New York County",2380,2380
3661023900,"Census Tract 239, New York County, New York"," New York County",2810,2810
3661024000,"Census Tract 240, New York County, New York"," New York County",1688,1688
3661024100,"Census Tract 241, New York County, New York"," New York County",7911,7911
3661024200,"Census Tract 242, New York County, New York"," New York County",3972,3972
3661024301,"Census Tract 243.01, New York County, New York"," New York County",3926,3926
3661024302,"Census Tract 243.02, New York County, New York"," New York County",7239,7239
3661024500,"Census Tract 245, New York County, New York"," New York County",16231,16231
3661024700,"Census Tract 247, New York County, New York"," New York County",7960,7960
3661024900,"Census Tract 249, New York County, New York"," New York County",1324,1324
3661025100,"Census Tract 251, New York County, New York"," New York County",2629,2629
3661025300,"Census Tract 253, New York County, New York"," New York County",12189,12189
3661025500,"Census Tract 255, New York County, New York"," New York County",5420,5420
3661025700,"Census Tract 257, New York County, New York"," New York County",4446,4446
3661025900,"Census Tract 259, New York County, New York"," New York County",4155,4155
3661026100,"Census Tract 261, New York County, New York"," New York County",13496,13496
3661026300,"Census Tract 263, New York County, New York"," New York County",9715,9715
3661026500,"Census Tract 265, New York County, New York"," New York County",8056,8056
3661026700,"Census Tract 267, New York County, New York"," New York County",2342,2342
