"GEOID","census_tract","borough","total_population","disability"
36047040600,"Census Tract 406, Kings County, New York"," Kings County",3335,0.0947526236881559
36047040700,"Census Tract 407, Kings County, New York"," Kings County",0,NA
36047040800,"Census Tract 408, Kings County, New York"," Kings County",3304,0.0547820823244552
36047040900,"Census Tract 409, Kings County, New York"," Kings County",3738,0.0612080536912752
36047041000,"Census Tract 410, Kings County, New York"," Kings County",1854,0.0901146914254506
36047041100,"Census Tract 411, Kings County, New York"," Kings County",3387,0.0932979037496309
36047041200,"Census Tract 412, Kings County, New York"," Kings County",2835,0.0747795414462081
36047041300,"Census Tract 413, Kings County, New York"," Kings County",4365,0.0662084765177549
36047041401,"Census Tract 414.01, Kings County, New York"," Kings County",1480,0.0878378378378378
36047041402,"Census Tract 414.02, Kings County, New York"," Kings County",1611,0.10552451893234
36047041500,"Census Tract 415, Kings County, New York"," Kings County",4478,0.0511389012952211
36047041600,"Census Tract 416, Kings County, New York"," Kings County",2644,0.0726172465960666
36047041700,"Census Tract 417, Kings County, New York"," Kings County",3158,0.12444585180494
36047041800,"Census Tract 418, Kings County, New York"," Kings County",2314,0.150388936905791
36047041900,"Census Tract 419, Kings County, New York"," Kings County",4030,0.0833746898263027
36047042000,"Census Tract 420, Kings County, New York"," Kings County",1894,0.0881731784582893
36047042100,"Census Tract 421, Kings County, New York"," Kings County",4016,0.103585657370518
36047042200,"Census Tract 422, Kings County, New York"," Kings County",3474,0.0768566493955095
36047042300,"Census Tract 423, Kings County, New York"," Kings County",4986,0.049989409023512
36047042400,"Census Tract 424, Kings County, New York"," Kings County",3432,0.083041958041958
36047042500,"Census Tract 425, Kings County, New York"," Kings County",2906,0.0584168683027999
36047042600,"Census Tract 426, Kings County, New York"," Kings County",4408,0.128856624319419
36047042700,"Census Tract 427, Kings County, New York"," Kings County",5609,0.0436798003209128
36047042800,"Census Tract 428, Kings County, New York"," Kings County",3760,0.123936170212766
36047042900,"Census Tract 429, Kings County, New York"," Kings County",5743,0.0499738812467352
36047043000,"Census Tract 430, Kings County, New York"," Kings County",3394,0.12286387743076
36047043100,"Census Tract 431, Kings County, New York"," Kings County",5655,0.0749778956675508
36047043200,"Census Tract 432, Kings County, New York"," Kings County",4790,0.0958246346555324
36047043300,"Census Tract 433, Kings County, New York"," Kings County",4601,0.0597696153010215
36047043400,"Census Tract 434, Kings County, New York"," Kings County",3368,0.107482185273159
36047043500,"Census Tract 435, Kings County, New York"," Kings County",5156,0.0457719162141195
36047043600,"Census Tract 436, Kings County, New York"," Kings County",4823,0.101181837030894
36047043700,"Census Tract 437, Kings County, New York"," Kings County",6122,0.0713819013394316
36047043800,"Census Tract 438, Kings County, New York"," Kings County",2632,0.101063829787234
36047043900,"Census Tract 439, Kings County, New York"," Kings County",4155,0.103730445246691
36047044000,"Census Tract 440, Kings County, New York"," Kings County",2943,0.111790689772341
36047044100,"Census Tract 441, Kings County, New York"," Kings County",6156,0.0622157244964262
36047044200,"Census Tract 442, Kings County, New York"," Kings County",2743,0.0885891359825009
36047044300,"Census Tract 443, Kings County, New York"," Kings County",5378,0.057642246188174
36047044400,"Census Tract 444, Kings County, New York"," Kings County",3409,0.0862422997946612
36047044500,"Census Tract 445, Kings County, New York"," Kings County",4963,0.0656860769695748
36047044600,"Census Tract 446, Kings County, New York"," Kings County",2021,0.126488095238095
36047044700,"Census Tract 447, Kings County, New York"," Kings County",2480,0.107661290322581
36047044800,"Census Tract 448, Kings County, New York"," Kings County",1924,0.0899168399168399
36047044900,"Census Tract 449, Kings County, New York"," Kings County",3465,0.114574314574315
36047045000,"Census Tract 450, Kings County, New York"," Kings County",498,0.0983935742971888
36047045200,"Census Tract 452, Kings County, New York"," Kings County",2638,0.0739196360879454
36047045300,"Census Tract 453, Kings County, New York"," Kings County",2262,0.164456233421751
36047045400,"Census Tract 454, Kings County, New York"," Kings County",1896,0.147151898734177
36047045600,"Census Tract 456, Kings County, New York"," Kings County",2562,0.111241217798595
36047045800,"Census Tract 458, Kings County, New York"," Kings County",1651,0.119321623258631
36047046000,"Census Tract 460, Kings County, New York"," Kings County",4028,0.0938430983118173
36047046201,"Census Tract 462.01, Kings County, New York"," Kings County",2685,0.140782122905028
36047046202,"Census Tract 462.02, Kings County, New York"," Kings County",2191,0.0666362391602008
36047046400,"Census Tract 464, Kings County, New York"," Kings County",2710,0.0535055350553506
36047046800,"Census Tract 468, Kings County, New York"," Kings County",2326,0.0379637618636756
36047047000,"Census Tract 470, Kings County, New York"," Kings County",2806,0.0734141126158232
36047047200,"Census Tract 472, Kings County, New York"," Kings County",2931,0.0653979238754325
36047047400,"Census Tract 474, Kings County, New York"," Kings County",2929,0.0542847388187095
36047047600,"Census Tract 476, Kings County, New York"," Kings County",3958,0.0419403739262254
36047047700,"Census Tract 477, Kings County, New York"," Kings County",3760,0.0422872340425532
36047047800,"Census Tract 478, Kings County, New York"," Kings County",4320,0.062037037037037
36047048000,"Census Tract 480, Kings County, New York"," Kings County",3623,0.158156224123654
36047048100,"Census Tract 481, Kings County, New York"," Kings County",3092,0.110284605433376
36047048200,"Census Tract 482, Kings County, New York"," Kings County",5688,0.131329113924051
36047048400,"Census Tract 484, Kings County, New York"," Kings County",6210,0.0586145648312611
36047048500,"Census Tract 485, Kings County, New York"," Kings County",3034,0.0626235992089651
36047048600,"Census Tract 486, Kings County, New York"," Kings County",3355,0.064381520119225
36047048800,"Census Tract 488, Kings County, New York"," Kings County",3961,0.10224690734663
36047048900,"Census Tract 489, Kings County, New York"," Kings County",3829,0.240793940976756
36047049000,"Census Tract 490, Kings County, New York"," Kings County",6156,0.108741657170763
36047049100,"Census Tract 491, Kings County, New York"," Kings County",6017,0.185973076283862
36047049200,"Census Tract 492, Kings County, New York"," Kings County",3637,0.118555279845602
36047049300,"Census Tract 493, Kings County, New York"," Kings County",7398,0.172073533387402
36047049400,"Census Tract 494, Kings County, New York"," Kings County",5574,0.121787911690192
36047049500,"Census Tract 495, Kings County, New York"," Kings County",2702,0.104367135455218
36047049600,"Census Tract 496, Kings County, New York"," Kings County",3933,0.0717009916094584
36047049700,"Census Tract 497, Kings County, New York"," Kings County",2776,0.055835734870317
36047049800,"Census Tract 498, Kings County, New York"," Kings County",4535,0.142006615214994
36047049900,"Census Tract 499, Kings County, New York"," Kings County",1728,0.0625
36047050000,"Census Tract 500, Kings County, New York"," Kings County",3684,0.115866957470011
36047050100,"Census Tract 501, Kings County, New York"," Kings County",2962,0.0847400405131668
36047050202,"Census Tract 502.02, Kings County, New York"," Kings County",2405,0.0952182952182952
36047050300,"Census Tract 503, Kings County, New York"," Kings County",2431,0.0921431509666804
36047050400,"Census Tract 504, Kings County, New York"," Kings County",4824,0.0669568822553897
36047050500,"Census Tract 505, Kings County, New York"," Kings County",4289,0.169736535322919
36047050600,"Census Tract 506, Kings County, New York"," Kings County",5740,0.101517530088959
36047050700,"Census Tract 507, Kings County, New York"," Kings County",2417,0.054199420769549
36047050801,"Census Tract 508.01, Kings County, New York"," Kings County",3948,0.0711752786220871
36047050803,"Census Tract 508.03, Kings County, New York"," Kings County",2111,0.107058266224538
36047050804,"Census Tract 508.04, Kings County, New York"," Kings County",5782,0.0703908682116915
36047050900,"Census Tract 509, Kings County, New York"," Kings County",4104,0.037037037037037
36047051001,"Census Tract 510.01, Kings County, New York"," Kings County",4274,0.099438465138044
36047051002,"Census Tract 510.02, Kings County, New York"," Kings County",5028,0.0862549800796813
36047051100,"Census Tract 511, Kings County, New York"," Kings County",3798,0.156398104265403
36047051200,"Census Tract 512, Kings County, New York"," Kings County",6103,0.0788136981812223
36047051300,"Census Tract 513, Kings County, New York"," Kings County",4458,0.101390758187528
36047051400,"Census Tract 514, Kings County, New York"," Kings County",7261,0.0886930174907038
36047051500,"Census Tract 515, Kings County, New York"," Kings County",1367,0.0599853694220922
36047051601,"Census Tract 516.01, Kings County, New York"," Kings County",5186,0.130158118010027
36047051602,"Census Tract 516.02, Kings County, New York"," Kings County",3819,0.100820322836729
36047051700,"Census Tract 517, Kings County, New York"," Kings County",1998,0.0600600600600601
36047051800,"Census Tract 518, Kings County, New York"," Kings County",3481,0.0683711577133008
36047051900,"Census Tract 519, Kings County, New York"," Kings County",4299,0.0693184461502675
36047052000,"Census Tract 520, Kings County, New York"," Kings County",4566,0.0479632063074901
36047052300,"Census Tract 523, Kings County, New York"," Kings County",5670,0.118518518518519
36047052500,"Census Tract 525, Kings County, New York"," Kings County",3338,0.0949670461354104
36047052600,"Census Tract 526, Kings County, New York"," Kings County",4712,0.0759762308998302
36047052700,"Census Tract 527, Kings County, New York"," Kings County",6705,0.0782673637042569
36047052800,"Census Tract 528, Kings County, New York"," Kings County",1843,0.137276180141074
36047052900,"Census Tract 529, Kings County, New York"," Kings County",3994,0.0600901352028042
36047053000,"Census Tract 530, Kings County, New York"," Kings County",3619,0.0798563138988671
36047053100,"Census Tract 531, Kings County, New York"," Kings County",8924,0.0217391304347826
36047053200,"Census Tract 532, Kings County, New York"," Kings County",2539,0.122489168964159
36047053300,"Census Tract 533, Kings County, New York"," Kings County",6905,0.045329471397538
36047053400,"Census Tract 534, Kings County, New York"," Kings County",4227,0.145486197463318
36047053500,"Census Tract 535, Kings County, New York"," Kings County",4326,0.0312066574202497
36047053700,"Census Tract 537, Kings County, New York"," Kings County",3392,0.0200125078173859
36047053800,"Census Tract 538, Kings County, New York"," Kings County",4265,0.174178403755869
36047053900,"Census Tract 539, Kings County, New York"," Kings County",2638,0.0951478392721759
36047054200,"Census Tract 542, Kings County, New York"," Kings County",4719,0.119304937486756
36047054300,"Census Tract 543, Kings County, New York"," Kings County",382,0.0942408376963351
36047054400,"Census Tract 544, Kings County, New York"," Kings County",2918,0.108978752570254
36047054500,"Census Tract 545, Kings County, New York"," Kings County",7169,0.135025805551681
36047054600,"Census Tract 546, Kings County, New York"," Kings County",4457,0.149203500112183
36047054700,"Census Tract 547, Kings County, New York"," Kings County",5071,0.0640899230920923
